minutesPlayed;appearances;started;goals;totalShots;shotsOnTarget;shotsOffTarget;blockedShots;assists;keyPasses;bigChancesCreated;bigChancesMissed;successfulDribbles;penaltiesWon;penaltiesTaken;penaltyGoals;offsides;tackles;interceptions;clearances;dribbledPast;penaltiesCommitted;fouls;wasFouled;aerialDuelsWon;groundDuelsWon;totalPasses;accuratePasses;accurateFinalThirdPasses;accurateLongBalls;accurateCrosses;possessionLost;dispossessed;yellowCards;redCards;tm_id;ss_id;season_origen;season_futuro_id;tipo_dato
2039;24;23;2;11;3;6;2;0;11;0;0;11;0;0;0;0;43;27;35;17;0;33;24;23;77;1007;857;149;88;0;206;17;3;2;95852;123238;2021_2022;40118;futuro_real
964;17;10;0;5;1;2;2;1;0;0;0;1;0;0;0;2;7;22;63;1;0;18;2;23;10;230;180;13;25;0;58;4;5;1;96295;46992;2021_2022;40118;futuro_real
978;17;11;6;27;15;9;3;1;12;2;7;3;1;2;2;12;2;3;13;4;0;10;17;50;22;230;159;60;4;0;102;13;1;1;96309;897009;2021_2022;40118;futuro_real
2739;32;31;0;3;0;3;0;0;14;0;0;24;0;0;0;0;96;34;31;41;1;48;42;25;161;1095;926;147;56;0;228;25;9;1;100197;162603;2022_2023;48078;futuro_real
1920;33;21;1;31;6;16;9;5;39;3;0;30;1;0;0;2;30;13;2;22;0;28;24;9;84;862;701;308;48;23;373;47;5;0;102784;107293;2022_2023;48078;futuro_real
1387;23;15;0;10;3;4;3;3;16;1;0;7;0;0;0;1;43;22;26;23;0;30;12;7;62;540;445;110;64;9;188;10;7;1;103817;311524;2022_2023;48078;futuro_real
408;12;4;0;7;2;3;2;0;5;0;0;1;0;0;0;2;6;1;1;0;0;5;5;7;12;110;75;23;6;2;93;10;1;0;105834;1018128;2022_2023;48078;futuro_real
160;9;1;0;7;1;6;0;1;3;0;2;0;0;0;0;1;1;1;2;2;0;7;3;8;4;38;25;13;0;1;28;3;2;0;111130;115187;2022_2023;48078;futuro_real
425;15;4;0;7;2;4;1;1;13;1;0;7;0;0;0;0;4;2;1;7;0;2;6;2;17;262;222;80;25;10;83;7;1;0;119365;882851;2022_2023;48078;futuro_real
701;12;10;2;10;4;5;1;2;11;3;1;14;0;2;2;2;18;8;2;6;0;22;6;3;38;341;277;88;17;4;114;10;3;0;120093;248065;2022_2023;48078;futuro_real
2219;29;24;3;35;12;18;5;6;40;7;4;29;0;0;0;15;18;5;2;9;0;22;65;10;112;749;610;240;31;14;312;31;4;0;126019;83951;2022_2023;48078;futuro_real
2383;29;28;0;14;3;10;1;0;11;0;0;0;0;0;0;0;34;35;23;22;0;28;26;12;60;841;665;119;77;2;222;7;5;0;135139;839571;2022_2023;48078;futuro_real
1846;22;20;1;5;1;2;2;2;16;1;1;3;0;0;0;0;36;29;33;14;0;26;23;9;62;661;514;127;24;18;222;2;10;0;138110;129520;2022_2023;48078;futuro_real
1250;21;16;0;9;0;7;2;0;8;1;0;9;0;0;0;0;14;14;16;12;1;12;10;4;32;656;533;107;77;1;145;8;1;0;146822;339169;2022_2023;48078;futuro_real
1191;15;13;1;8;1;5;2;0;2;0;0;0;0;0;0;5;12;15;52;3;0;11;4;26;16;327;234;19;41;0;117;1;3;0;149622;176285;2022_2023;48078;futuro_real
1272;21;14;1;14;4;6;4;0;12;0;0;0;0;0;0;0;26;16;14;9;1;32;4;6;30;448;360;83;47;1;110;4;8;0;149771;339841;2022_2023;48078;futuro_real
1426;20;17;0;10;2;6;2;0;13;0;0;4;0;0;0;0;32;21;18;11;0;22;19;11;55;679;580;75;52;2;117;5;5;0;168974;842529;2022_2023;48078;futuro_real
2409;29;28;2;20;6;7;7;0;9;0;0;7;0;0;0;0;43;25;65;20;1;37;17;34;67;963;808;123;50;2;217;15;3;1;170616;176289;2022_2023;48078;futuro_real
1433;25;15;0;7;0;6;1;0;5;1;0;6;0;0;0;1;21;13;70;16;1;21;7;16;34;657;535;65;79;3;157;8;9;1;170787;869721;2022_2023;48078;futuro_real
1945;33;25;2;55;16;28;11;5;28;4;4;26;1;0;0;8;23;14;8;13;0;13;69;16;118;484;367;145;27;29;265;33;2;1;171151;805289;2022_2023;48078;futuro_real
2446;34;28;1;26;6;8;12;4;26;3;0;12;0;0;0;1;18;11;16;10;0;23;24;8;54;766;665;199;26;6;224;19;4;0;176400;220931;2022_2023;48078;futuro_real
1312;17;15;4;35;13;15;7;1;12;2;4;24;0;1;1;9;8;0;19;5;0;29;51;51;81;266;149;47;12;0;230;41;2;1;178104;340349;2022_2023;48078;futuro_real
1097;24;9;0;9;4;3;2;3;32;1;0;11;0;0;0;0;19;15;19;16;0;8;14;9;44;448;307;108;27;42;281;12;4;1;180911;789965;2022_2023;48078;futuro_real
817;24;8;1;17;5;8;4;0;4;1;0;0;0;0;0;1;12;5;23;3;1;23;7;10;19;281;219;48;27;0;79;3;3;1;186903;248229;2022_2023;48078;futuro_real
1332;21;15;1;23;9;10;4;2;42;4;3;27;1;1;0;2;33;9;2;14;0;19;17;7;77;665;472;211;41;25;321;24;2;0;194999;248059;2022_2023;48078;futuro_real
657;14;7;1;4;2;2;0;0;4;0;0;7;0;0;0;0;13;9;21;5;1;18;4;16;24;331;280;34;33;3;74;6;6;0;195002;175977;2022_2023;48078;futuro_real
482;11;5;1;4;1;0;3;1;6;0;0;1;0;0;0;1;8;7;5;2;0;4;7;6;16;203;155;48;13;5;80;7;2;0;195858;826377;2022_2023;48078;futuro_real
271;6;3;0;6;2;3;1;2;4;2;0;9;0;0;0;1;0;0;0;3;0;3;11;1;20;98;74;28;15;2;56;8;1;0;198027;189207;2022_2023;48078;futuro_real
1002;14;12;0;6;0;3;3;0;1;0;0;2;0;0;0;1;14;18;45;3;0;16;5;35;21;382;270;30;37;0;126;0;5;0;201043;358202;2022_2023;48078;futuro_real
1536;28;18;5;38;13;15;10;3;30;3;3;20;0;1;1;8;32;6;6;17;0;35;20;12;72;502;390;150;16;23;271;28;8;0;203385;590312;2022_2023;48078;futuro_real
2800;36;35;3;68;19;32;17;1;33;7;7;21;0;0;0;12;42;22;18;21;0;34;26;21;89;1232;997;306;95;11;362;24;5;0;207246;249403;2022_2023;48078;futuro_real
1159;18;14;2;15;7;8;0;0;2;0;1;5;0;0;0;2;24;4;58;7;0;18;9;33;38;444;354;46;63;0;103;5;4;2;210481;339737;2022_2023;48078;futuro_real
1318;19;15;0;6;0;4;2;0;1;0;0;4;0;0;0;1;33;22;21;19;0;20;11;6;48;346;259;55;27;0;106;3;3;0;214624;345787;2022_2023;48078;futuro_real
2079;31;25;1;24;6;12;6;1;38;3;1;34;0;0;0;2;35;16;11;19;0;34;28;6;97;800;629;228;37;11;336;45;4;0;224677;588144;2022_2023;48078;futuro_real
2832;34;33;1;33;5;20;8;2;39;7;0;15;0;0;0;0;68;48;29;29;0;34;34;23;117;1838;1455;431;256;4;450;13;9;3;226327;220465;2022_2023;48078;futuro_real
427;10;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;10;10;4;0;4;4;8;15;214;171;9;20;0;51;1;0;0;227771;312276;2022_2023;48078;futuro_real
1847;24;18;0;15;3;11;1;1;3;1;2;4;0;0;0;0;23;41;108;11;0;34;16;49;43;722;543;64;104;0;206;6;9;1;246548;333585;2022_2023;48078;futuro_real
508;15;6;0;1;0;1;0;0;2;0;0;2;0;0;0;0;8;6;3;6;0;9;3;4;13;228;191;28;15;1;47;1;3;0;249977;883294;2022_2023;48078;futuro_real
818;13;8;0;2;0;2;0;2;8;1;0;3;1;0;0;0;16;8;18;11;0;17;4;0;23;267;194;49;23;4;113;3;1;0;250004;312270;2022_2023;48078;futuro_real
207;12;0;1;4;1;1;2;0;2;0;0;1;0;1;1;7;1;1;0;3;0;6;4;2;6;35;26;13;1;0;26;5;1;0;250482;805353;2022_2023;48078;futuro_real
2378;29;28;1;22;6;13;3;3;23;3;0;18;0;0;0;4;40;37;45;19;1;39;19;20;77;819;589;108;89;20;407;14;9;0;260324;339163;2022_2023;48078;futuro_real
477;7;5;0;1;0;1;0;0;3;0;0;1;0;0;0;0;10;10;11;1;0;8;5;3;16;162;135;23;8;2;42;2;3;0;267549;589438;2022_2023;48078;futuro_real
1932;29;25;6;71;19;38;14;7;48;10;2;28;0;0;0;6;27;3;4;15;0;20;36;8;91;792;654;323;53;30;343;42;4;0;271438;330867;2022_2023;48078;futuro_real
1157;28;11;2;12;7;3;2;1;4;1;1;5;1;0;0;8;17;3;12;8;1;23;10;14;32;285;203;73;3;3;159;12;5;1;275266;339171;2022_2023;48078;futuro_real
2323;27;27;0;11;3;7;1;2;11;3;1;2;0;0;0;2;39;52;62;6;0;30;10;25;51;611;458;62;49;2;196;1;10;0;279380;883343;2022_2023;48078;futuro_real
1265;27;14;3;20;8;4;8;2;20;3;1;7;0;0;0;10;17;4;10;7;0;28;21;5;45;366;287;127;5;15;181;20;1;0;279387;339475;2022_2023;48078;futuro_real
2075;26;23;1;22;3;12;7;2;34;3;0;4;0;0;0;1;51;52;69;25;1;22;11;30;66;665;490;98;38;36;388;12;5;0;292729;384658;2022_2023;48078;futuro_real
1957;24;24;1;17;5;10;2;1;6;1;1;0;0;0;0;0;36;25;77;16;2;20;15;35;51;798;624;45;90;1;180;2;9;1;296211;882909;2022_2023;48078;futuro_real
534;15;4;2;10;6;1;3;0;7;0;0;6;1;0;0;2;9;3;6;4;0;14;14;15;29;174;131;44;6;2;94;14;2;0;325591;875662;2022_2023;48078;futuro_real
348;11;2;0;7;2;4;1;1;3;0;0;5;0;0;0;1;15;3;1;4;0;8;8;3;28;88;64;31;1;0;52;7;1;0;325726;846366;2022_2023;48078;futuro_real
2327;33;28;0;7;1;3;3;1;12;1;0;8;0;0;0;1;31;15;18;12;0;21;17;11;56;858;759;112;83;1;141;18;8;0;330690;805068;2022_2023;48078;futuro_real
2580;32;30;1;22;7;13;2;1;19;0;0;17;1;0;0;0;61;42;25;37;0;46;37;23;115;1094;893;156;80;2;266;23;8;1;335217;883397;2022_2023;48078;futuro_real
2008;26;23;1;9;3;6;0;0;3;0;1;0;0;0;0;2;31;48;91;9;0;16;12;33;43;757;598;55;60;1;185;3;4;2;352344;876926;2022_2023;48078;futuro_real
2556;31;28;0;13;7;5;1;6;29;6;0;6;1;0;0;6;31;23;45;12;0;16;24;20;61;954;755;196;51;16;331;9;0;1;356381;873703;2022_2023;48078;futuro_real
1191;22;13;0;7;1;5;1;0;7;0;0;2;0;0;0;2;36;10;17;30;0;30;43;5;80;325;256;74;20;2;117;10;10;0;358338;925309;2022_2023;48078;futuro_real
467;17;3;0;10;3;3;4;0;6;2;2;5;0;0;0;2;5;7;0;4;0;4;10;2;20;170;146;52;5;6;55;11;1;0;398023;836280;2022_2023;48078;futuro_real
646;17;5;0;8;5;3;0;2;17;1;1;5;0;0;0;4;8;2;3;2;0;9;4;7;17;132;106;50;5;3;54;5;0;0;41301;26884;2022_2023;48078;futuro_real
2668;32;32;14;103;40;50;13;4;29;2;16;8;3;1;0;32;17;8;19;12;0;31;61;25;86;422;281;137;9;12;274;20;1;0;415544;830746;2022_2023;48078;futuro_real
723;23;5;2;14;8;4;2;1;4;1;3;5;0;0;0;5;6;6;3;7;0;11;9;9;19;117;80;19;7;3;80;9;3;0;420864;879629;2022_2023;48078;futuro_real
1089;20;13;9;41;19;18;4;1;9;1;2;9;1;1;1;15;6;2;8;2;0;30;22;23;37;241;156;67;9;4;179;24;7;0;426325;819114;2022_2023;48078;futuro_real
1424;24;15;0;14;0;6;8;2;18;2;0;6;0;0;0;0;46;14;18;16;0;20;11;13;63;516;393;142;23;22;246;17;1;0;433698;887125;2022_2023;48078;futuro_real
1772;30;21;0;15;5;7;3;5;41;3;0;4;0;0;0;3;22;10;8;13;0;23;15;7;41;832;701;140;55;29;206;5;2;0;434192;883768;2022_2023;48078;futuro_real
1928;30;22;13;48;21;16;11;4;26;4;7;12;2;4;4;18;9;4;14;6;0;29;43;20;63;482;362;130;26;0;191;28;3;0;435046;840208;2022_2023;48078;futuro_real
2435;31;29;8;100;37;36;27;3;48;6;5;49;0;0;0;4;15;8;9;4;0;15;38;13;102;570;434;212;19;10;338;52;4;0;439631;876929;2022_2023;48078;futuro_real
1490;25;18;4;34;14;13;7;1;20;3;4;47;1;0;0;5;18;3;0;9;0;19;37;8;102;370;280;140;13;5;230;35;5;1;440312;883747;2022_2023;48078;futuro_real
2792;33;33;1;15;2;9;4;2;4;1;2;6;0;0;0;1;43;57;90;6;1;59;7;79;56;1360;1049;146;155;0;365;4;13;1;441344;884997;2022_2023;48078;futuro_real
1048;26;13;3;33;11;15;7;1;7;1;3;11;1;0;0;2;9;6;0;2;0;22;33;1;53;202;157;62;6;5;135;22;0;0;458461;1020999;2022_2023;48078;futuro_real
2420;30;27;0;14;1;10;3;1;5;1;0;21;0;0;0;1;58;49;32;16;1;50;38;19;117;705;587;109;27;9;292;33;9;1;473579;876928;2022_2023;48078;futuro_real
1927;25;24;1;12;3;6;3;4;22;2;0;22;0;0;0;1;48;22;27;19;0;29;18;8;88;779;584;148;47;15;363;18;4;3;477378;883396;2022_2023;48078;futuro_real
1812;28;18;2;30;6;20;4;1;16;1;0;6;0;0;0;2;28;26;32;24;0;42;36;46;70;776;634;145;40;4;212;24;7;1;480523;876927;2022_2023;48078;futuro_real
1519;31;20;3;21;7;10;4;0;17;0;3;11;1;0;0;2;46;13;4;9;0;27;33;12;89;342;264;95;16;8;236;33;2;0;480527;973681;2022_2023;48078;futuro_real
1358;32;15;1;34;10;15;9;0;11;0;5;6;0;1;0;14;13;5;11;7;0;23;22;21;40;296;199;58;10;1;155;11;1;0;483715;883812;2022_2023;48078;futuro_real
687;12;7;0;1;0;0;1;1;10;1;0;0;0;0;0;0;10;22;22;6;0;6;5;8;15;246;174;41;30;6;106;0;0;0;486264;883339;2022_2023;48078;futuro_real
1619;24;16;0;5;0;3;2;0;10;1;0;15;0;0;0;0;45;22;37;11;2;24;12;16;72;544;382;103;36;12;300;13;5;1;489993;875661;2022_2023;48078;futuro_real
1020;16;12;0;7;1;4;2;0;6;0;0;0;0;0;0;0;19;17;25;9;2;18;10;18;28;373;288;54;38;2;135;6;4;0;501586;877910;2022_2023;48078;futuro_real
2128;29;23;1;19;8;6;5;0;8;0;0;7;0;0;0;1;24;41;47;18;0;19;14;30;45;715;490;75;67;5;297;4;6;0;515413;874981;2022_2023;48078;futuro_real
767;17;5;1;14;5;8;1;1;23;2;2;9;0;0;0;1;12;5;5;5;0;4;8;7;28;441;377;131;46;15;123;9;1;0;516242;914294;2022_2023;48078;futuro_real
1175;20;12;1;6;4;2;0;1;3;1;1;2;0;0;0;0;18;19;40;3;0;12;7;37;26;560;447;57;58;1;133;2;4;0;528367;893067;2022_2023;48078;futuro_real
1466;20;17;2;9;3;4;2;0;1;0;1;0;0;0;0;0;24;16;45;9;0;27;24;23;48;711;589;79;49;2;145;6;8;1;53533;31611;2022_2023;48078;futuro_real
1570;23;20;4;24;10;6;8;3;56;12;0;18;0;0;0;0;30;13;4;14;1;8;14;1;62;929;721;241;67;54;358;13;2;1;565193;925119;2022_2023;48078;futuro_real
1928;33;20;0;13;7;2;4;0;28;1;0;20;1;0;0;5;47;38;39;23;2;36;17;2;84;804;623;169;58;13;321;19;5;0;581174;888479;2022_2023;48078;futuro_real
1376;20;16;1;6;3;2;1;1;7;3;1;8;0;0;0;0;34;9;25;22;0;24;21;6;63;616;539;91;42;1;95;2;2;0;581201;924791;2022_2023;48078;futuro_real
1462;19;19;0;5;1;4;0;0;3;0;0;3;0;0;0;1;12;18;69;10;0;13;6;22;21;464;351;43;70;0;122;4;3;2;582098;924787;2022_2023;48078;futuro_real
1026;14;12;0;3;1;0;2;1;17;5;1;6;0;0;0;0;17;15;14;14;0;20;14;23;36;532;403;104;44;5;167;12;2;1;582655;978543;2022_2023;48078;futuro_real
2026;31;28;3;33;12;12;9;5;30;3;3;27;0;0;0;4;27;12;26;14;1;25;20;5;74;715;585;186;42;20;278;32;6;1;621026;929014;2022_2023;48078;futuro_real
895;15;11;0;1;0;1;0;1;11;1;0;4;0;0;0;0;38;20;16;10;0;10;17;6;59;249;179;39;16;8;145;9;3;0;621028;980889;2022_2023;48078;futuro_real
1437;24;12;1;5;1;3;1;0;6;1;0;4;0;0;0;0;24;31;55;9;0;26;8;21;36;440;310;27;35;0;183;9;2;0;621036;973653;2022_2023;48078;futuro_real
2767;31;31;3;38;8;22;8;0;7;1;1;10;1;0;0;3;66;39;113;11;1;46;30;79;105;1457;1249;88;104;1;248;6;11;0;624291;958382;2022_2023;48078;futuro_real
767;18;7;0;21;8;9;4;3;23;3;1;19;0;0;0;2;11;4;1;7;0;16;6;2;36;401;330;107;25;11;139;18;2;0;628328;932088;2022_2023;48078;futuro_real
2209;29;27;1;8;2;4;2;1;6;1;0;15;0;0;0;2;37;19;54;19;3;36;20;18;72;504;342;82;39;3;366;23;7;1;639467;924881;2022_2023;48078;futuro_real
2175;32;27;11;70;28;29;13;5;48;10;4;39;1;2;2;6;37;20;16;15;0;41;58;18;133;742;597;241;30;18;345;35;5;0;641820;933730;2022_2023;48078;futuro_real
2143;26;26;3;18;8;10;0;2;10;1;4;7;0;0;0;3;35;45;89;14;1;35;6;37;48;898;726;77;97;0;204;7;7;3;647304;830085;2022_2023;48078;futuro_real
1787;23;19;0;5;1;3;1;3;15;4;0;16;0;0;0;0;42;23;52;17;0;27;20;18;78;577;414;120;29;16;286;7;2;0;653484;975241;2022_2023;48078;futuro_real
1143;21;13;3;26;7;12;7;4;18;3;3;11;0;0;0;0;22;10;3;13;0;18;45;10;78;371;298;93;26;3;149;16;3;0;654297;973563;2022_2023;48078;futuro_real
1909;28;20;0;5;1;1;3;2;9;1;0;6;0;0;0;1;67;21;16;26;0;36;16;14;89;900;799;162;62;1;134;9;6;0;665116;978545;2022_2023;48078;futuro_real
2290;34;25;6;80;21;45;14;0;17;3;5;26;0;0;0;9;20;3;21;7;1;35;52;43;97;365;270;101;12;2;283;51;8;0;670060;1090706;2022_2023;48078;futuro_real
1996;30;23;1;17;4;6;7;0;13;1;1;8;0;0;0;2;48;22;46;22;2;47;27;31;82;712;529;89;53;2;215;11;8;1;671879;1049088;2022_2023;48078;futuro_real
968;19;11;0;12;3;3;6;1;12;1;0;17;0;0;0;4;20;13;15;10;0;9;7;9;44;484;406;100;27;8;158;4;0;0;672263;960225;2022_2023;48078;futuro_real
560;13;5;0;1;0;0;1;0;1;0;0;4;0;0;0;0;19;8;11;9;0;10;9;5;32;230;188;50;17;1;68;6;1;1;696726;1018388;2022_2023;48078;futuro_real
1466;25;16;1;13;6;4;3;1;17;4;0;21;0;0;0;6;14;8;8;8;0;33;38;9;73;524;409;147;23;4;208;26;4;0;72680;13532;2022_2023;48078;futuro_real
1811;22;21;1;2;1;1;0;2;24;1;0;25;0;0;0;1;22;18;35;7;1;8;18;15;65;615;480;142;43;16;254;20;2;0;72971;26172;2022_2023;48078;futuro_real
460;14;5;0;12;3;7;2;0;7;1;1;6;0;0;0;1;9;3;5;9;0;11;13;2;28;348;296;120;19;0;84;6;3;0;73705;249599;2022_2023;48078;futuro_real
246;9;2;1;8;1;4;3;0;4;0;0;3;0;0;0;1;2;1;0;0;0;2;4;0;9;63;48;24;5;2;42;1;0;0;740619;1050816;2022_2023;48078;futuro_real
1456;27;19;0;4;0;3;1;0;12;2;0;16;0;0;0;4;15;14;7;6;0;26;53;2;84;508;443;132;19;6;184;35;5;1;741727;1018255;2022_2023;48078;futuro_real
1905;31;19;1;20;8;5;7;2;31;4;3;53;1;1;0;5;27;13;15;10;1;26;26;5;106;602;485;213;14;15;358;40;3;0;741728;1017760;2022_2023;48078;futuro_real
1342;20;15;0;5;0;5;0;0;4;0;0;6;0;0;0;1;24;30;75;10;1;11;12;23;42;455;338;44;55;1;142;6;4;1;74351;76814;2022_2023;48078;futuro_real
1421;37;12;4;21;7;10;4;3;42;3;3;4;0;0;0;1;27;15;1;22;0;22;52;11;82;712;571;218;56;20;226;19;6;0;77125;312264;2022_2023;48078;futuro_real
506;9;6;0;2;1;0;1;0;3;0;0;0;0;0;0;0;3;7;16;3;0;9;3;8;6;175;137;15;19;0;42;0;1;1;789198;1017747;2022_2023;48078;futuro_real
2225;28;26;0;8;3;3;2;0;13;2;0;7;0;0;0;0;54;32;64;16;1;18;14;18;75;592;392;127;33;15;399;14;6;0;805862;1017755;2022_2023;48078;futuro_real
621;18;5;1;16;4;9;3;2;9;2;0;8;0;0;0;0;10;5;3;4;0;16;13;2;31;281;236;75;21;6;85;12;4;0;810550;1065267;2022_2023;48078;futuro_real
1082;16;13;0;4;1;3;0;1;6;0;0;3;0;0;0;1;26;20;31;2;0;13;2;7;31;295;221;53;21;3;132;1;4;0;814636;989258;2022_2023;48078;futuro_real
1487;26;17;0;15;2;5;8;0;12;2;0;12;0;0;0;0;31;26;29;16;0;17;14;15;57;415;296;52;27;6;213;18;7;0;817656;1068656;2022_2023;48078;futuro_real
1346;21;14;0;10;1;7;2;0;3;0;0;2;0;0;0;1;24;23;53;4;0;12;2;23;28;477;343;43;59;0;144;1;4;0;82570;924643;2022_2023;48078;futuro_real
2689;31;31;0;10;2;8;0;0;6;1;0;7;0;0;0;4;22;31;96;6;1;27;18;67;47;1098;862;73;128;0;262;6;8;1;82584;883313;2022_2023;48078;futuro_real
2409;28;28;0;4;0;4;0;0;2;0;0;1;0;0;0;1;17;34;112;5;1;27;12;28;30;719;542;60;108;0;190;4;11;1;84506;47439;2022_2023;48078;futuro_real
1364;27;12;1;33;18;9;6;4;23;2;2;24;0;0;0;2;22;5;5;18;0;31;24;6;69;598;479;205;37;15;230;36;5;0;866488;1107888;2022_2023;48078;futuro_real
1567;19;20;1;11;3;7;1;0;3;1;1;2;0;0;0;0;26;38;66;8;0;16;12;15;40;709;606;67;63;0;130;3;4;0;90489;121657;2022_2023;48078;futuro_real
379;11;4;0;7;2;2;3;0;12;1;1;0;0;0;0;0;6;3;3;1;0;10;6;2;12;167;127;39;26;9;74;8;3;0;94406;73666;2022_2023;48078;futuro_real
452;10;4;0;5;1;3;1;0;3;0;0;1;0;0;0;1;10;7;13;7;1;4;4;9;15;138;91;14;12;0;55;2;1;0;94735;311734;2022_2023;48078;futuro_real
2584;34;29;13;68;30;28;10;2;32;3;8;12;1;1;1;25;15;5;7;8;0;36;44;64;71;596;415;172;18;2;332;30;7;0;94761;883299;2022_2023;48078;futuro_real
322;7;3;0;0;0;0;0;0;1;0;0;0;0;0;0;2;4;4;12;2;0;8;3;3;7;116;93;23;9;1;43;2;3;0;94820;125100;2022_2023;48078;futuro_real
1126;22;14;0;14;5;5;4;1;21;2;0;19;0;0;0;8;14;5;2;14;0;20;26;0;59;512;437;169;28;8;167;18;5;1;95280;47447;2022_2023;48078;futuro_real
2895;33;33;3;20;5;12;3;1;10;1;1;2;0;0;0;3;40;37;113;14;1;36;15;45;57;975;820;37;92;1;165;3;11;1;96295;46992;2022_2023;48078;futuro_real
859;13;9;0;4;0;2;2;1;4;0;0;2;0;0;0;0;7;5;16;10;0;18;9;4;18;326;274;33;20;2;73;8;3;0;966369;1170472;2022_2023;48078;futuro_real
103;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;0;3;0;0;0;25;18;3;2;1;11;0;1;0;103817;311524;2023_2024;57741;futuro_real
1468;21;18;0;36;7;17;12;1;24;5;1;9;0;1;0;0;16;10;19;10;0;23;8;0;33;758;605;173;86;5;228;13;2;1;106283;220935;2023_2024;57741;futuro_real
1945;27;22;5;56;24;25;7;3;38;3;5;16;0;0;0;5;8;2;11;6;0;35;38;22;60;383;276;139;12;1;231;27;6;1;1095971;1466382;2023_2024;57741;futuro_real
12;3;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;10;1;1;0;3;0;0;0;1102800;1466374;2023_2024;57741;futuro_real
2911;33;33;2;57;15;25;17;7;83;13;3;14;0;1;0;0;68;26;22;14;0;28;31;19;113;1747;1454;431;117;72;488;26;4;0;131114;47418;2023_2024;57741;futuro_real
2684;30;30;1;21;2;15;4;2;13;1;0;12;0;0;0;1;93;48;93;26;1;58;18;37;123;1290;1007;168;105;5;371;15;13;0;140931;107596;2023_2024;57741;futuro_real
2970;33;33;0;9;1;6;2;0;9;1;0;3;0;0;0;0;29;24;82;6;1;24;9;45;41;1669;1361;160;130;2;340;2;8;0;146292;932870;2023_2024;57741;futuro_real
2694;33;31;6;86;30;35;21;3;68;5;6;21;0;0;0;9;39;6;12;17;0;24;72;14;132;691;500;158;47;56;500;48;6;1;147105;339117;2023_2024;57741;futuro_real
1320;26;14;1;20;2;8;10;1;10;0;0;6;0;0;0;1;28;9;17;4;2;35;13;10;47;455;342;90;44;2;146;7;4;0;149771;339841;2023_2024;57741;futuro_real
1053;19;11;0;32;9;17;6;3;23;1;0;13;0;0;0;2;24;4;7;4;0;19;39;9;76;320;231;92;22;13;188;21;5;0;160906;339529;2023_2024;57741;futuro_real
1897;25;24;0;13;4;8;1;0;7;0;1;2;0;0;0;0;44;23;25;10;0;42;15;22;61;557;418;76;29;0;171;9;4;0;170616;176289;2023_2024;57741;futuro_real
1746;28;23;4;39;13;22;4;3;45;5;1;5;1;1;1;0;19;12;12;16;0;4;27;9;51;643;484;204;37;21;307;18;3;0;170785;309126;2023_2024;57741;futuro_real
1935;22;22;0;6;1;4;1;0;3;0;0;7;0;0;0;0;20;26;91;8;0;27;4;49;31;720;587;23;66;0;158;5;8;0;175208;243515;2023_2024;57741;futuro_real
1115;15;13;5;30;19;8;3;0;5;0;9;5;2;1;0;1;9;2;5;3;0;14;21;19;34;171;123;52;3;3;99;11;3;0;177064;159931;2023_2024;57741;futuro_real
2149;32;29;9;72;23;29;20;6;38;2;4;11;1;0;0;10;23;7;6;11;0;29;29;19;63;499;369;169;16;8;241;20;5;0;194998;176139;2023_2024;57741;futuro_real
707;19;7;2;33;11;11;11;2;26;4;6;7;0;1;1;1;11;2;2;5;0;8;13;2;31;236;185;101;19;10;121;12;3;0;196037;340077;2023_2024;57741;futuro_real
1822;34;18;11;44;17;19;8;0;17;4;1;7;3;2;2;15;8;4;19;7;0;20;29;30;43;347;240;78;4;4;175;13;4;0;210553;923196;2023_2024;57741;futuro_real
276;9;3;0;3;1;2;0;0;2;0;0;5;0;0;0;1;4;1;0;3;0;1;18;0;27;142;126;32;11;0;39;5;0;0;213399;830004;2023_2024;57741;futuro_real
1607;21;20;2;32;8;20;4;0;7;0;2;5;2;0;0;1;24;13;68;4;0;14;19;49;48;453;316;63;47;2;162;7;2;1;214719;220929;2023_2024;57741;futuro_real
2432;33;28;16;85;37;33;15;0;20;1;7;16;4;3;3;19;7;3;14;1;0;26;52;47;75;644;503;151;31;1;298;55;3;1;216036;246313;2023_2024;57741;futuro_real
1916;32;24;2;20;11;5;4;2;35;5;0;20;0;0;0;5;18;9;15;15;0;24;15;18;53;631;453;180;17;10;337;33;3;0;224677;588144;2023_2024;57741;futuro_real
2149;30;26;1;21;7;10;4;3;36;2;0;12;1;0;0;0;43;15;6;26;1;40;55;18;110;557;433;138;29;30;253;21;4;1;238661;341981;2023_2024;57741;futuro_real
1873;22;22;0;5;1;3;1;0;4;0;0;3;0;0;0;1;39;31;104;8;2;16;22;32;63;673;496;82;110;1;181;0;4;2;242991;339963;2023_2024;57741;futuro_real
2087;26;23;0;16;6;8;2;2;5;2;0;2;0;0;0;0;17;41;103;10;0;24;13;72;31;895;647;56;89;1;271;5;6;1;246548;333585;2023_2024;57741;futuro_real
2008;32;22;2;26;6;14;6;4;29;7;1;26;0;0;0;8;15;6;13;8;0;26;52;28;90;606;473;183;19;13;307;32;11;0;249975;339843;2023_2024;57741;futuro_real
